reviewId,userName,content,score,at
ccf26bde-8213-45e1-be2b-09501612bd17,Pengguna Google,Energy system is the worst,1,2025-10-26 10:22:30
1d6a5cbc-a6d8-43a0-9f13-6d0d86c763d8,Pengguna Google,Doulingo bagus untuk anak yang sedang belajar bahasa yang mereka mau,5,2025-10-26 10:06:29
8f569d32-aeb4-4aed-be90-31ffae93783d,Pengguna Google,seru,5,2025-10-26 10:03:01
7dc5e9c2-eb3c-42d4-81e2-24e14b2f5cb6,Pengguna Google,"yang sekarang konsp nya gak suka, ke super gak bisa di tambah masa nyawa nya abis sekali kursus😑🤦‍♂️",2,2025-10-26 09:54:41
652e1289-0593-4442-808d-8047bbff6bd4,Pengguna Google,saran saya main ini gema ini very good in bahasa inggris nya,5,2025-10-26 09:50:33
a7c8e255-7bb6-41f7-a69a-06bc5c12796b,Pengguna Google,mantap,5,2025-10-26 09:43:12
6aca47a1-acec-4c60-b2f1-c2738daa24ad,Pengguna Google,good,5,2025-10-26 09:39:19
28e398de-6f79-47ad-b6e0-e6947f5adc16,Pengguna Google,sangat membantu dalam belajar bahasa walupun ada sedikit bug tapi masih bagus dan tidak memungut biaya sedikit pun,5,2025-10-26 09:38:27
37121578-15f3-47f9-bdf0-4220f3c2cd5d,Pengguna Google,very help me for learn a new languages,5,2025-10-26 09:38:23
203efe89-51d5-44ae-9a07-2e0d0557e3b5,Pengguna Google,kenapa sekarang nyawanya pake batre bukan pake hati lagi,4,2025-10-26 09:31:10
cef64df1-cc5d-4b44-a1e6-a302557de01f,Pengguna Google,"it's getting so bad, guyss... They replace heart with energy and when you do 3-4 lessons, the energy will empty, watching ads? You only get 5 extra energies... Duo used to be a FREE app that help you study any language.. NO LIMIT.. now not anymore 👎",1,2025-10-26 09:28:30
34e45612-9377-4349-add1-ff024800d672,Pengguna Google,Amazing,5,2025-10-26 09:28:18
e313032f-d54e-4564-854c-621c907b69a8,Pengguna Google,"SERU BANGET!😭🌹 aku belajar bahasa jepang di duolingo🇯🇵⛩️, dan tauu gaak kenapa aku suka duolingo ❓🦜. yaitu karena materi materi yang diberikan mudah dipahami💡🆙 !! Meskipun kadang menakutkan kalau aku gak belajar duolingo satu hari🤭 tapi gapapa 🥳-!! its okayy 👌.. tetep seru kok 🫂. saranku yaapss🥳 Tambahin bahasanya donggg 😭🙃, soalnya kayak masih kurang gitu bahasanya 😋🤏, Kalau mau tambah bahasa sekalian yaak tambah bahasa arab 🇸🇦🫧.. THANK YOU ^^",5,2025-10-26 09:25:27
00dfda77-df9f-46da-bf4a-1624f9163238,Pengguna Google,bagus banget,5,2025-10-26 09:21:04
8002a11c-e96d-4ddc-8ecc-5d308ef36d77,Pengguna Google,this is best cursus,5,2025-10-26 09:18:16
8773c7fe-a8e5-4aa6-a15b-851e9d02a631,Pengguna Google,seru dan bikin tau,5,2025-10-26 09:12:45
17339c58-c253-4dc2-a781-d65191918792,Pengguna Google,"aduh sangat kecewa dengan sistem energi sekarang, ditengah-tengah belajar malah habis energinya ... sejujurnya masih suka dengan sistem ikon hati sebelumnya, sangat kurang efektif sistem energi yang sekarang",2,2025-10-26 09:10:20
6a049f9f-af44-4143-831d-a52080e68ae2,Pengguna Google,terimakasih yah duolingo aku udah mulai bisa bahasa inggris karena kamu semoga kamu liat pesan ini yahh,5,2025-10-26 09:07:20
ffd0a284-362c-4590-a5d3-972523bbc1b3,Pengguna Google,"seru,. menyenangkan ini pelajaran seperti gemes asli saya suka yang dulu nya aku gak bisa bahasa Inggris sekarang aku udh bisa berkat duolingo asli ini keren, bagus biasa nya itu ya kalo ngedonlot aplikasi ini tuh biasanya nya itu iklan nya banyak banget kalo ini beda banget ini gak ada iklan sama sekali dari awal sampai akhir ini gak ada iklan sama sekali ini bagus buat anak² seperti saya saya aku menemukan ini tuh dari aplikasi terus saya donlot beneran bagus👍",5,2025-10-26 08:58:43
ce4fd0a8-e9a0-4916-a78d-e279f8e5f7f2,Pengguna Google,"Terlalu sering iklan, fitur energi sangat buruk dan terjadi bug.sebelumnya energi nya 20 setelah dan 1 menit kemudian aku membuka aplikasi energi nya tinggal 3",2,2025-10-26 08:56:11
2118ed3b-8c62-4950-8dce-889a27c97453,Pengguna Google,keren,5,2025-10-26 08:55:37
d709ce35-c19e-492d-9152-3f64e0e7dcd7,Pengguna Google,sangat berguna dalam belajar bahasa,5,2025-10-26 08:51:08
c9ffd70e-097b-4dcb-a8a9-81de5c904de5,Pengguna Google,"what happen? r u guys getting rid heart feature and replacing it with energy now? how suppose i can focus on studying like this? Be careful with all these changes, it could backfire on you, please support learners rather than your economy, this app was perfect. Sorry I just too poor so I can't try 'super'.",4,2025-10-26 08:44:24
8f39186b-d3e2-4851-817e-f8f5d7024024,Pengguna Google,"mending pakai hati,berkurang karena salah jawab,kalo pakai energi belajarnya susah.",4,2025-10-26 08:41:12
3734135e-78e1-4241-b193-d06f3e95ca1e,Pengguna Google,"mending ganti mode hati aja dari pada kayak gini ga jelas, ditengah belajar gada salah malah habis, kocak",3,2025-10-26 08:37:51
a13ea9b1-90d4-4a95-8055-36f7561e6646,Pengguna Google,good,5,2025-10-26 08:33:11
99b7d8e4-7ea2-4bb4-9ed3-e91617d36601,Pengguna Google,sangat bagus,5,2025-10-26 08:29:50
81809587-9027-4c24-a634-52e46b11004b,Pengguna Google,"Sistem energi adalah ide yang sangat buruk dibandingkan dengan sistem hati yang sudah ada sebelumnya! Sistem energi dengan kapasitas hanya 25 dan akan berkurang setiap menjawab soal (setiap pelajaran ada lebih dari 10 soal), dengan kata lain energi akan habis hanya dengan 2 atau 3 kali mengerjakan pelajaran dan itupun kalau tidak ada jawaban yang salah. Sistem ini memaksa para pengguna menonton iklan untuk mendapatkan HANYA 5 energi! dan kesimpulannya apa? pengguna dipaksa membeli SuperDuolingo",1,2025-10-26 08:28:03
cf142cdc-2812-4003-8955-124a306566ea,Pengguna Google,sangat sempurna,5,2025-10-26 08:21:30
48b934d1-695f-4b26-9d6a-4e36bcf00f57,Pengguna Google,good,5,2025-10-26 08:21:27
0306a8e9-ba15-417f-b14f-00a85d485c2d,Pengguna Google,belajar bahasa,5,2025-10-26 08:18:02
5cc94f62-f463-4086-bf9b-864bd63e5a2a,Pengguna Google,"Aplikasinya bagus untuk belajar tapi sayangnya pada pembelajaran secara tidak langsung mengajarkan tentang LGBT, contohnya wanita memiliki seorang istri, hati-hati untuk anak-anak yang menggunakan aplikasi ini, perlu pengawasan orang tua.",2,2025-10-26 08:17:30
248f6af1-e922-47ef-9c95-e17cd4aaa1f8,Pengguna Google,aplikasi ini sangat seru bisa membimbing kita dalam bahasa Inggris,5,2025-10-26 08:10:44
820523e2-65c3-45c0-9c67-60d2db4a6f26,Pengguna Google,lumayan membantu untuk belajar,5,2025-10-26 08:08:02
3b4a2aa2-f949-4b8f-afdf-00eb0039150a,Pengguna Google,˖⁠♡ aku suka duolingo.........,5,2025-10-26 08:00:12
5948d67c-f710-4fdd-8ca8-448395407fe5,Pengguna Google,sangat bagus,5,2025-10-26 07:59:32
0538e409-cc24-4860-a429-4c933134e2a1,Pengguna Google,ya sangat enak untuk bahwa ini,2,2025-10-26 07:59:25
0bece891-abbc-4134-8b74-bf99241c6c4a,Pengguna Google,"Baguss bangett!! aplikasi ini bisa membuat aku jadi pintar! b.inggris... tapi knp aku ksh 4 ulasan? karna baru 1 mnt aku belajar energinya CPT HBS GK kayak dulu pake hati❤️❤️❤️... jadi tolong perbaiki kayak seperti awal lagi jadi ""hati""",4,2025-10-26 07:53:19
e70c009c-376e-41ec-8054-7556ceeff36f,Pengguna Google,SERUUU,5,2025-10-26 07:48:12
03e71d92-5adb-431e-9eca-d7c5275815c2,Pengguna Google,senang belajar dengan Bird cute ini bernama duolingo dia lucu membantu aku baik I love u duolingo❤❤❤,5,2025-10-26 07:43:54
37a9e69a-c93f-4f23-8eb7-d53184ae6dd6,Pengguna Google,"Tolong kembalikan lagi hati, jangan menggunakan energi. Dikarenakan sangat boros jika memakai energi ;(",5,2025-10-26 07:43:20
7b06ab4b-e17d-4a7d-ba49-0a5a14ec1208,Pengguna Google,sangat bagus untuk belajae bahasa Inggris,5,2025-10-26 07:37:14
4247307e-e91e-4037-9d03-b903aa645466,Pengguna Google,saya kurangi bintang nya mohon lah kepada developer jangan memaksakan ideologi kalau memang simpatisan pembela LGBTQ+ jangan di masuk kan di aplikasi karena nggak semua pelanggan yang pro LGBTQ+ karena seperti saya juga tergolong anti dan kontra LGBTQ+ masak di salah satu permainan tanya jawab suami nya perempuan istri nya perempuan juga hadeeh,3,2025-10-26 07:32:47
13e21476-0d2d-4c2b-8bc7-65017eb0afe1,Pengguna Google,Wow Amazing😁😁,5,2025-10-26 07:26:45
a06a140a-9c97-42fd-a7d6-2c9a27473fb0,Pengguna Google,aku jadi bisa belajar bahasa lain yeeeeee,5,2025-10-26 07:24:52
25f47d30-f89d-4ab4-95b0-8b71d75318c1,Pengguna Google,"bagus sekali,saya sangat menikmati masa pembelajaran ,dan juga duo selalu memotivasi saya, dari awalnya saya tidak suka bahasa Inggris sekarang jadi suka terima kasih duolingo",5,2025-10-26 07:06:06
ad751db7-411e-484e-b71b-df022cea6b21,Pengguna Google,"tolong tidak usah pakai energy pakai heart saja,karna tengah tengah belajar tiba tiba harus keluar karna energy habis, energy nya juga mahal",2,2025-10-26 07:03:21
3a064a5d-a197-4fdb-b657-ad54689d6e53,Pengguna Google,sangat bagus dan nilai bahasa Inggris ku menjadi tinggi,5,2025-10-26 07:02:09
2af7dda1-5f6d-4707-ac1f-d58dd762866c,Pengguna Google,bisa belajar bahasa yang kita inginkan,5,2025-10-26 06:55:14
aceff495-147c-468d-9f06-a94234cfe0bd,Pengguna Google,"saya tidak bisa bahasa Inggris, kita lihat beberapa waktu yg akan datang apakah saya berhasil mempelajari nya",5,2025-10-26 06:50:45
209eec0f-c7d3-4b10-8016-10c6eeb74cf3,Pengguna Google,aku bisa belajar Inggris lebih banyak sekali aku rekomen kalian donwload ini aja udh gratis bebas milih bahasa seru deh pokoknya,5,2025-10-26 06:49:12
c73f133b-f422-4d19-9ffb-c32b7ca4c3d7,Pengguna Google,bagus untuk belajar,5,2025-10-26 06:45:05
215006cb-9e77-4fdd-8b8a-7a0a0c776e16,Pengguna Google,baik sekalihhhh😉😉🫠🫠,5,2025-10-26 06:44:42
f4d2c359-0f38-4ef8-a99f-3a4e4c310edc,Pengguna Google,gooddd,5,2025-10-26 06:42:33
17f002d8-013d-40bf-8e9f-2d55cc400217,Pengguna Google,pelajaran nya seru dan menarik dan tidak susah walaupun bikin binggung 🤭🙏🏻🤦‍♀️,5,2025-10-26 06:31:38
edc19188-e54b-41e9-9e08-d8013c493175,Pengguna Google,"untuk materi pembelajarannya sangat bagus, tapi di dalam materi pembelajan itu ada hal yang sangat tidak bagus...yaitu ada keterkaitan dengan homoseksual. apakah aplikasi ini mendukung kegiatan homoseksual? jika aplikasi ini benar² mendukung hal tersebut harusnya aplikasi ini di banned.",2,2025-10-26 06:29:29
863db75e-a4e1-448c-8a47-493066dcfd77,Pengguna Google,pertahankan,5,2025-10-26 06:24:29
ae3d3710-1fd6-4a5e-9c88-6b0415353348,Pengguna Google,"I was so disappointed with the new update. The energy system feels very restrictive, I hope the they are able to listen to users like us and bring back the heart system back.",1,2025-10-26 06:23:56
5f86fa13-e4a2-4b8f-8ec9-5bd9b4dc1ea9,Pengguna Google,membantu belajar terutama belajar bahasa Inggris,5,2025-10-26 06:23:10
1d70d3c5-3ae1-42c9-bac1-11a5338eee26,Pengguna Google,saya bisa mengetahui banyak bahasa... aplukasi ini sangat bagus untuk orang yang mau brlajar berbagai bahasa,5,2025-10-26 06:19:57
9b319458-266d-456e-88b1-a4d898e61f53,Pengguna Google,menurut aplikasi ini sangat rekomendasi sekali untuk belajar ini tidak ngelag sama sekali tapi saya suka kesel dikit karna tiket saya abis😞😞,5,2025-10-26 06:18:29
9036c522-b788-44e4-9703-b05dc79d13fe,Pengguna Google,"apk nya sudah bagus tapi...., pas mau kebagian tes bahasa yang gak ada tulisannya (yang pakai suara dari apknya) itu rada²ngeleg gitu (kepotong potong) , jadi nya salah terus bagian itu",5,2025-10-26 06:16:05
59f8c85f-f3a7-4be6-9025-824f6e2464b0,Pengguna Google,karena menjadi kan ku bisa bahasa Inggris terimakasih Duolingo,5,2025-10-26 06:16:02
dd3c6c1b-2790-47fb-892f-ae7005827546,Pengguna Google,SO GOOD,5,2025-10-26 06:12:36
e2b7240b-2b71-4a28-a510-e104944ba33e,Pengguna Google,Duolingo mengajari aku banyak kata yang tidak aku mengerti jadi ngerti,5,2025-10-26 06:09:12
e6af32b2-c0fd-43fa-9551-88ae177912db,Pengguna Google,"seru, habisan tau depan aku ikut kopas",5,2025-10-26 06:07:25
c8749e7c-efde-4dbb-ab00-48e6ff43773f,Pengguna Google,oke lah belajar sedikit,4,2025-10-26 06:06:24
2e8ac977-a0ee-453f-ad50-5c75528cf576,Pengguna Google,membuat lebih bisa dan cerdas,5,2025-10-26 06:05:08
ebc2b0cf-473e-4b24-b0f3-ff32a31ffbc5,Pengguna Google,Thank you for the unnecessary battery feature 😊😊😊😊,1,2025-10-26 05:56:55
e56db38f-85fe-45d1-9117-e0c483a256cd,Pengguna Google,"kenapa duolingo sekarang menggunakan sistem energi,ini terlalu sulit",3,2025-10-26 05:52:17
db3046c5-f45b-4cca-9764-7bab77d8b8de,Pengguna Google,miju to ocha,5,2025-10-26 05:46:13
18692b67-c66f-4db3-ad27-4092a187f94c,Pengguna Google,aku bisa BHS Korea dari sini,4,2025-10-26 05:43:06
c85214ab-2c7a-4d9e-8a46-9894db2e1ab8,Pengguna Google,"lucuu bangett,, ngingetin terusss",5,2025-10-26 05:39:23
717124f5-7283-41ad-9e5e-6396b091febb,Pengguna Google,Bisa belajar bahasa dan mata pelajaran jadi aku lebih tahu tentang matematika dan bahasa Inggris karena aku adalah anak sekolah,5,2025-10-26 05:38:43
5cb5931a-8ef1-4c12-b944-7e784e08c87d,Pengguna Google,ini sangat bagus bagi orang yang mau belajar bahasa yang mereka mau,5,2025-10-26 05:37:11
d876a6d7-db44-4939-a541-e672cfeb4946,Pengguna Google,"ternyata duolingo seru banget tau gitu aku download dari dulu, nyesel baru download bulan kemarin hiks",5,2025-10-26 05:36:42
b7ae3115-a720-4205-a6a7-7975614554c6,Pengguna Google,membantu baget,3,2025-10-26 05:35:29
89902940-a5a8-4c9b-8763-d6ac1146dedb,Pengguna Google,bagus untuk anak2 atau yg ingin belajar bahasa duolingo adalah aplikasi ter favorite saya 👍🏻👍🏻👍🏻segera download,4,2025-10-26 05:33:29
e1789291-27ab-4255-923e-f427c516d365,Pengguna Google,senang belajar bahasa asing dengan Duolingo,5,2025-10-26 05:33:03
745a3e36-09b7-4044-988b-cbb3fae3703c,Pengguna Google,Sangat seru dan mudah,5,2025-10-26 05:29:53
6419775d-ce16-45d8-ad50-88e243ebf5fc,Pengguna Google,saya sangat suka app ini sangat membantu ( * - *),5,2025-10-26 05:29:09
8db4baf2-03c1-44fc-80d9-bbf324a269e8,Pengguna Google,"mantan untuk belajar bahasa, yuk belajar bahasa karena bahasa Itu penting salam Damai semua ✌😁🙏",5,2025-10-26 05:26:41
f404f250-137e-41f5-bf99-2f8e7f7670c8,Pengguna Google,bagus,5,2025-10-26 05:26:36
ad99bfc3-93de-4db0-b9d1-3cca1ee41103,Pengguna Google,"kenapa sih sekarang pakai baterai bukan hati/nyawa lagi, kalau pakai baterai gak seruu",1,2025-10-26 05:23:54
a2a6bab7-c016-433b-9c3b-bfddd150cff8,Pengguna Google,bagusssss bangettttt💕💕,5,2025-10-26 05:22:21
1926bef5-80c6-4615-bea1-ceeff879f1a3,Pengguna Google,"suka aja tapi menurutku hapusin yg tentang lgbt itu,rata rata banyak anak kecilnya,semoga cepet dihapus ya!semangat",5,2025-10-26 05:22:18
5dd911d1-fffe-491c-845d-09204925722d,Pengguna Google,saya terkesan dengan aplikasi ini dan juga bisa mempelajari yang kita tidak ketahui,5,2025-10-26 05:20:49
8466ee40-0167-4da3-b4ee-d487adc7d59b,Pengguna Google,"sangat cocok, mudah untuk dipahami",5,2025-10-26 05:17:02
b5c0cf1f-2b8d-4d63-801b-0347d1bc8b29,Pengguna Google,apalah makin hari makin capitalis bngt harus berbayar ngapain segala pake sistem baterai??udh bener pake sistem heart makin kikir bngt,1,2025-10-26 05:15:46
b2447733-6df9-4db4-90bb-ec076d294482,Pengguna Google,perfect,4,2025-10-26 05:14:58
4d7b687e-2685-4a09-a6fd-6249773d1566,Pengguna Google,bagus bgt pelayanan nya,5,2025-10-26 05:13:29
dd1d9e8b-7151-40ef-9c86-aa1d4cc7f765,Pengguna Google,"bagus bgt, aku jd makin lancar b inggris nya",5,2025-10-26 05:12:51
3cd27b1c-97ee-4e9d-ba03-d0fe86b3d1fa,Pengguna Google,Sangat membantu bagi kami yang belum pahan dan mengerti bahasa inggris. sangat direkomendasikan 👍🏻⭐⭐⭐⭐⭐,5,2025-10-26 05:10:54
038cd132-50d7-424f-aa0e-ab475c843a30,Pengguna Google,I think the previous version was better because the energy level is just enough to do two tasks,5,2025-10-26 05:07:57
39e53ed6-5018-48f5-a32d-88f23c63bd6f,Pengguna Google,"Pergantian heart ke energi jelek banget👎👎 update kali ini buruk👎👎 sama sekali tidak membantu untuk pemain yang free, padahal selama ini pemakaian iklan di mana2 tetap aja di persulit bagi belajar yang free pakai aplikasi ini, 👎👎",1,2025-10-26 05:04:12
dda8d180-1554-48e4-8519-28fffa959cbc,Pengguna Google,mendukung kaun lgbt,1,2025-10-26 04:59:59
eda28ba7-6fb7-43d0-861d-55cfa4df5cd2,Pengguna Google,membantu mengembangkan kemampuan berbahasa inggris dengan pelan pelan,5,2025-10-26 04:57:07
37ae004e-2d55-40f5-aeef-b6c365ecb9a7,Pengguna Google,"I just found new words and I didn't know what that mean. when I chose one of the option unfortunately I got it wrong and I lost my heart. all I wanna say is u gotta give us a vocab that u wanna give us first without take our heart even though we chose it wrong. because it's new for us AND LAST ONE EVERYTIME I TRANSLATE MANDARIN TO ENGLISH AND I MISS THE WORD ""THE"" U GUYS TOOK MY HEART. THOSE HAVE SAME MEANING MFS. after the update with ""energy"", i currently hate this app so much even worse",1,2025-10-26 04:52:28
215bc19f-ff73-4dee-ab3d-37af407ead08,Pengguna Google,bagus jadi bisa belajar bahasa,5,2025-10-26 04:52:20
0454dbde-8bd7-478b-8e8a-2cbbbea193f1,Pengguna Google,ketagihan qja,5,2025-10-26 04:49:09
27ea8c4b-3cbd-491a-bba5-8ad69340650e,Pengguna Google,pelajannya mudah dimengerti,5,2025-10-26 04:44:38
619cca8d-c15a-44cd-89da-a3a4c72ea9e3,Pengguna Google,ga seru ga ada bahasa arab,4,2025-10-26 04:44:02
